metric,mean,p05,p95
HAIID_split_half_r,0.3607485547700439,0.30753656749807734,0.41107309133155084
HAIID_Spearman_Brown,0.5294453968968711,0.47040606263110474,0.5826389658356913
CSCW_split_half_r_raw,0.04635695095442682,-0.09714221808855217,0.14127350866454377
CSCW_Spearman_Brown_raw,0.08025465302995323,-0.21518830547794926,0.24757169528950926
CSCW_split_half_r_condition_centered,0.0362060381076578,-0.10503135547444128,0.13058038224039817
CSCW_Spearman_Brown_condition_centered,0.06163988850018773,-0.23471516263035241,0.2309970777692701
